,CTA Station,Station_Location,Venue,Venue Latitude,Venue Longitude,Venue Category
1507,Bryn Mawr,"[41.983504, -87.65884]",Neo-Futurists,41.975942895501625,-87.66935550462426,Indie Theater
1508,Bryn Mawr,"[41.983504, -87.65884]",Subway,41.98346333064839,-87.65811238798779,Sandwich Place
1509,Bryn Mawr,"[41.983504, -87.65884]",Andersonville Wine and Spirits,41.97618757391276,-87.6684254499542,Wine Shop
1510,Bryn Mawr,"[41.983504, -87.65884]",First Sip,41.97326956591953,-87.6572447665666,Coffee Shop
1511,Bryn Mawr,"[41.983504, -87.65884]",Chipotle Mexican Grill,41.97713525720151,-87.66040990548163,Mexican Restaurant
1512,Bryn Mawr,"[41.983504, -87.65884]",La Colombe Coffee Roasters,41.97609535702716,-87.6685769630601,Coffee Shop
1513,Bryn Mawr,"[41.983504, -87.65884]",Andies Restaurant,41.97771968277816,-87.66836408092811,Mediterranean Restaurant
1514,Bryn Mawr,"[41.983504, -87.65884]",Ora,41.97571490835502,-87.66838931864176,Sushi Restaurant
1515,Bryn Mawr,"[41.983504, -87.65884]",Dak,41.99464406105284,-87.65867725405178,Korean Restaurant
1516,Bryn Mawr,"[41.983504, -87.65884]",Chiu Quon Bakery,41.97325626109664,-87.65890555712832,Bakery
1517,Bryn Mawr,"[41.983504, -87.65884]",Hai Yen,41.9731313,-87.65724469999999,Vietnamese Restaurant
1518,Bryn Mawr,"[41.983504, -87.65884]",Tedino's Pizzeria,41.97953773180193,-87.65498871764817,Pizza Place
1519,Bryn Mawr,"[41.983504, -87.65884]",Immm Rice & Beyond,41.97311931132765,-87.65965955806244,Thai Restaurant
1520,Bryn Mawr,"[41.983504, -87.65884]",Nha Hang Viet Nam,41.973316619664566,-87.65628197691312,Vietnamese Restaurant
1521,Bryn Mawr,"[41.983504, -87.65884]",Foster Avenue Dog Beach,41.97972370527363,-87.65043703101779,Dog Run
1522,Bryn Mawr,"[41.983504, -87.65884]",SIR Spa,41.97589351033396,-87.66836136053392,Spa
1523,Bryn Mawr,"[41.983504, -87.65884]",Big Chicks,41.973987971946634,-87.65505601018522,Gay Bar
1524,Bryn Mawr,"[41.983504, -87.65884]",Foursided,41.97433831572604,-87.66814569734878,Gift Shop
1525,Bryn Mawr,"[41.983504, -87.65884]",Chicago Magic Lounge,41.974014,-87.66833,Theater
1526,Bryn Mawr,"[41.983504, -87.65884]",Marty's Martini Bar,41.97978025083486,-87.66883449164412,Lounge
1527,Bryn Mawr,"[41.983504, -87.65884]",Dollar Tree,41.97744532874867,-87.65928264508007,Discount Store
1528,Bryn Mawr,"[41.983504, -87.65884]",Jameson Loves Danger,41.976431330419096,-87.66861474945172,Pet Store
1529,California,"[41.854109, -87.694774]",Lagunitas Brewing Company,41.857556170085864,-87.69204104605612,Brewery
1530,California,"[41.854109, -87.694774]",La Casa de Samuel,41.85196243117507,-87.69685327667014,Mexican Restaurant
1531,California,"[41.854109, -87.694774]",Pete's Fresh Market,41.85282958813609,-87.6894293671126,Supermarket
1532,California,"[41.854109, -87.694774]",Lagunitas Beer Circus,41.858144045381955,-87.69192060899948,Circus
1533,California,"[41.854109, -87.694774]",Cocula's Mexican Restaurant,41.85179428452593,-87.69555943502424,Mexican Restaurant
1534,California,"[41.854109, -87.694774]",Motoworks,41.855501659242556,-87.68536143474023,Motorcycle Shop
1535,California,"[41.854109, -87.694774]",La Chaparrita Taqueria,41.84635419620231,-87.70166055225197,Taco Place
1536,California,"[41.854109, -87.694774]",Douglas Park,41.86042828829632,-87.69917964935303,Park
1537,California,"[41.854109, -87.694774]",Los Corrales,41.8518898371442,-87.69939437108856,Mexican Restaurant
1538,California,"[41.854109, -87.694774]",El Milagro Taqueria,41.8447171539043,-87.70224701639233,Mexican Restaurant
1539,California,"[41.854109, -87.694774]",EL Ideas,41.8628466044529,-87.68672847174365,New American Restaurant
1540,California,"[41.854109, -87.694774]",Ignotz Ristorante,41.847784135078236,-87.6830037976459,Italian Restaurant
1541,California,"[41.854109, -87.694774]",Raymond's Tacos,41.851952123773195,-87.69264930331643,Taco Place
1542,California,"[41.854109, -87.694774]",Don's Grill,41.85649686394118,-87.68554687922708,Diner
1543,California,"[41.854109, -87.694774]",Bacchanalia,41.848076636092934,-87.68292619407944,Italian Restaurant
1544,California,"[41.854109, -87.694774]",Donald's Famous Hot Dogs,41.84962440877946,-87.68532396693463,Hot Dog Joint
1545,California,"[41.854109, -87.694774]",La Catedral Cafe & Restaurant,41.846218102048525,-87.70889447759849,Restaurant
1546,California,"[41.854109, -87.694774]",Chicago Hope Cafe,41.86655563432384,-87.68725946396079,Café
1547,California,"[41.854109, -87.694774]",Mi Tierra,41.84535224389856,-87.70534684164376,Mexican Restaurant
1548,California,"[41.854109, -87.694774]",La Michoacana,41.85208590822447,-87.6777337436213,Mexican Restaurant
1549,California,"[41.854109, -87.694774]",'L' Cafecito Jumping Bean,41.85472628907706,-87.67597945940587,Coffee Shop
1550,California,"[41.854109, -87.694774]",Il Vicinato,41.84748080599936,-87.68536888006714,Italian Restaurant
1551,California,"[41.854109, -87.694774]",Martin's Corner Bar,41.85149291447109,-87.67820312714547,Bar
1552,California,"[41.854109, -87.694774]",Raymond's Tacos,41.84877311835902,-87.6755392071835,Mexican Restaurant
1553,California,"[41.854109, -87.694774]",Little Village Arch,41.84448367193772,-87.70379292748333,Sculpture Garden
1554,California,"[41.854109, -87.694774]",Textile Discount Outlet,41.85392988983362,-87.67961457284565,Arts & Crafts Store
1555,California,"[41.854109, -87.694774]",Harrison Park,41.8572493626136,-87.67355500257112,Park
1556,California,"[41.854109, -87.694774]",Parkview Grill,41.85595741201784,-87.67609790541768,Diner
1557,California,"[41.854109, -87.694774]",Taqueria Tayahua,41.84804277056179,-87.68547857749165,Mexican Restaurant
1558,California,"[41.854109, -87.694774]",National Museum of Mexican Art,41.856038040550246,-87.6728401511436,Museum
1559,California,"[41.854109, -87.694774]",Chase Bank,41.851652,-87.703054,Bank
1560,California,"[41.854109, -87.694774]",Carniceria Aguascalientes,41.84468232313804,-87.70426739602797,Mexican Restaurant
1561,California,"[41.854109, -87.694774]",The Waterhole,41.86291692277796,-87.68626970183703,Lounge
1562,California,"[41.854109, -87.694774]",Jarabe Mexican Street Food,41.868979650658844,-87.683348930457,Mexican Restaurant
1563,California,"[41.854109, -87.694774]",Tortillería El Milagro,41.84472599098329,-87.70225495399501,Taco Place
1564,California,"[41.854109, -87.694774]",Chase Bank,41.8512059,-87.686244,Bank
1565,California,"[41.854109, -87.694774]",El Pollo Feliz,41.84294508069876,-87.70273288818069,Mexican Restaurant
1566,California,"[41.854109, -87.694774]",Ferrara Bakery,41.86897631515644,-87.68146238871196,Bakery
1567,California,"[41.854109, -87.694774]",El Chivo Feliz,41.854046999999994,-87.68538000000001,Mexican Restaurant
1568,California,"[41.854109, -87.694774]",El Taconazo,41.852224559148475,-87.685209717616,Mexican Restaurant
1569,California,"[41.854109, -87.694774]",Churro Factory,41.851654,-87.673546,Dessert Shop
1570,California,"[41.854109, -87.694774]",YMCA,41.84382897826146,-87.68656314726546,Gym / Fitness Center
1571,California,"[41.854109, -87.694774]",Family Thrift,41.850552,-87.688808,Thrift / Vintage Store
1572,California,"[41.854109, -87.694774]",El Taco Azteca,41.85213404410256,-87.68033741356223,Mexican Restaurant
1573,California,"[41.854109, -87.694774]",Wingstop,41.852368,-87.68485799999999,Wings Joint
1574,California,"[41.854109, -87.694774]",Cermak Produce,41.84548722282371,-87.70790403201532,Grocery Store
1575,California,"[41.854109, -87.694774]",Bruna's Ristorante,41.84760156990758,-87.6834044983343,Italian Restaurant
1576,California,"[41.854109, -87.694774]",Family Dollar,41.852189,-87.694788,Discount Store
1577,California,"[41.854109, -87.694774]",Planet Fitness,41.85306487494301,-87.69017647318532,Gym / Fitness Center
1578,California,"[41.854109, -87.694774]",Raymonds Tacos #2,41.84868277359429,-87.67553401540751,Mexican Restaurant
1579,California,"[41.854109, -87.694774]",Taquería Los Comales,41.84445866246341,-87.70409019257824,Mexican Restaurant
1580,California,"[41.854109, -87.694774]",Wen Cai Chinese Kitchen,41.8520502334348,-87.6850032106858,Chinese Restaurant
1581,California,"[41.854109, -87.694774]",Damenzo's Pizza,41.86905070018997,-87.68483899340855,Pizza Place
1582,California,"[41.854109, -87.694774]",Jiffy Lube,41.86570140969454,-87.68636832282874,Automotive Shop
1583,California,"[41.854109, -87.694774]",Vida Simple Mural By Juan Angel Chávez,41.85468539118033,-87.67634914328353,Art Gallery
1584,California,"[41.854109, -87.694774]",White Castle,41.86682591424587,-87.68579491233422,Fast Food Restaurant
1585,California,"[41.854109, -87.694774]",Subway,41.851727000000004,-87.695256,Sandwich Place
1586,California,"[41.854109, -87.694774]",Lulu's Hot Dogs,41.86873309385802,-87.68140252007368,Hot Dog Joint
1587,California,"[41.854109, -87.694774]",Miceli's Deli,41.847008953289674,-87.68312270657525,Deli / Bodega
1588,California,"[41.854109, -87.694774]",The Barrel,41.85442763405305,-87.67590041419979,Whisky Bar
1589,California,"[41.854109, -87.694774]",T-Mobile,41.85221153176745,-87.68588228191675,Mobile Phone Shop
1590,California,"[41.854109, -87.694774]",Domino's Pizza,41.852639,-87.688776,Pizza Place
1591,California,"[41.854109, -87.694774]",Dona Torta Chilanga,41.85211522435964,-87.68039780129861,Mexican Restaurant
1592,California,"[41.854109, -87.694774]",Dunkin',41.84063932673848,-87.70469117632564,Donut Shop
1593,California,"[41.854109, -87.694774]",Harold's Chicken Shack,41.868703175392966,-87.68611700107174,Fried Chicken Joint
1594,California,"[41.854109, -87.694774]",Bacci Pizzeria,41.86898777132048,-87.68396391373813,Pizza Place
1595,California,"[41.854109, -87.694774]",Sally Beauty,41.852639,-87.688776,Cosmetics Shop
1596,California,"[41.854109, -87.694774]",Discount Mall,41.84357847339477,-87.70262897135045,Clothing Store
1597,California,"[41.854109, -87.694774]",Speedway,41.84984002135039,-87.68533317309124,Gas Station
1598,California,"[41.854109, -87.694774]",Fifth Third Bank & ATM,41.852639,-87.688776,Bank
1599,California,"[41.854109, -87.694774]","""Las Quecas"" Quesadillas de México",41.84621528785669,-87.70911930368047,Mexican Restaurant
1600,California,"[41.854109, -87.694774]",Staples,41.85289022791613,-87.69023118650586,Paper / Office Supplies Store
1601,California,"[41.854109, -87.694774]",Rick's Bar,41.86899424429116,-87.68591161285897,Sports Bar
1602,California,"[41.854109, -87.694774]",Chayote Mexican Grill,41.854726241398645,-87.67598692528803,Mexican Restaurant
1603,California,"[41.854109, -87.694774]",Subway,41.86771499420553,-87.70638413774248,Sandwich Place
1604,California,"[41.854109, -87.694774]",Walgreens,41.84435322230887,-87.70192545409373,Pharmacy
1605,California,"[41.854109, -87.694774]",T-Mobile,41.844569,-87.7095684,Mobile Phone Shop
1606,California,"[41.854109, -87.694774]",Taco Bueno,41.851890999999995,-87.67802900000001,Taco Place
1607,California,"[41.854109, -87.694774]",ALDI,41.838256681405845,-87.70564913749695,Supermarket
1608,California,"[41.854109, -87.694774]",GameStop,41.8522045284421,-87.68480023479995,Video Game Store
1609,Central,"[41.887389, -87.76565]",Oak Park Gymnastics Center,41.887850458343586,-87.77583565928728,Gymnastics Gym
1610,Central,"[41.887389, -87.76565]",Pete's Fresh Marketplace,41.88790113931287,-87.78208230261173,Grocery Store
1611,Central,"[41.887389, -87.76565]",Uncle Remus Saucy Fried Chicken,41.88018640218325,-87.76523858276427,Fried Chicken Joint
1612,Central,"[41.887389, -87.76565]",Oak Park Farmers Market,41.88880460907342,-87.78720130314801,Farmers Market
1613,Central,"[41.887389, -87.76565]",Coleman's BBQ,41.89493566784393,-87.76993986303171,BBQ Joint
1614,Central,"[41.887389, -87.76565]",Jerk Taco Stand,41.891579,-87.745923,African Restaurant
1615,Central,"[41.887389, -87.76565]",Dunkin',41.879758970321305,-87.78051524603268,Donut Shop
1616,Central,"[41.887389, -87.76565]",Ahimsa Yoga Studio,41.88691743815367,-87.78682992439704,Yoga Studio
1617,Central,"[41.887389, -87.76565]",Ice House Liquor Stores,41.887054786567504,-87.74582063208334,Liquor Store
1618,Central,"[41.887389, -87.76565]",Oak Park Arts District,41.87276086652743,-87.77865667305097,Art Gallery
1619,Central,"[41.887389, -87.76565]",MacArthur's Restaurant,41.88061085573373,-87.76075740864081,Southern / Soul Food Restaurant
1620,Central,"[41.887389, -87.76565]",Seafood Junction,41.880357000000004,-87.779318,Seafood Restaurant
1621,Central,"[41.887389, -87.76565]",Longfellow Park,41.876998527487416,-87.78377652168274,Park
1622,Central,"[41.887389, -87.76565]",Eastgate Cafe,41.872754016215545,-87.7769985379342,Café
1623,Central,"[41.887389, -87.76565]",Seafood Junction,41.880618,-87.75780400000001,Seafood Restaurant
1624,Central,"[41.887389, -87.76565]",Andersen Park,41.90130767206452,-87.77870885182969,Park
1625,Central,"[41.887389, -87.76565]",Terry's Place Inc,41.88024544858104,-87.77386073524579,Fast Food Restaurant
1626,Central,"[41.887389, -87.76565]",K-Stone Beauty Supply,41.88018069987065,-87.77536840228447,Cosmetics Shop
1627,Central,"[41.887389, -87.76565]",Starbucks,41.88792815904419,-87.78204071127662,Coffee Shop
1628,Central,"[41.887389, -87.76565]",U.S. Bank ATM,41.880268101417265,-87.75546173232622,ATM
1629,Central,"[41.887389, -87.76565]",447 Club Fitness / Bfit Fitness,41.8869244361006,-87.78694449826831,Gym
1630,Central,"[41.887389, -87.76565]",Tennis And Fitness Center,41.88804562976766,-87.78344392776489,Gym
1631,Central,"[41.887389, -87.76565]",U.S. Bank ATM,41.879738,-87.77518,ATM
1632,Central,"[41.887389, -87.76565]",Columbus Park,41.875531862447986,-87.76461689214173,Park
1633,Central,"[41.887389, -87.76565]",Walgreens,41.8805455,-87.7558847,Pharmacy
1634,Central,"[41.887389, -87.76565]",The Gaming Goat,41.88010825044319,-87.78451636248114,Toy / Game Store
1635,Central,"[41.887389, -87.76565]",Family Dollar,41.895162,-87.761066,Discount Store
1636,Central,"[41.887389, -87.76565]",Baskin-Robbins,41.87975888351504,-87.78051814688433,Ice Cream Shop
1637,Central,"[41.887389, -87.76565]",Dunkin',41.894616447678025,-87.75588098093237,Donut Shop
1638,Central,"[41.887389, -87.76565]",Family Dollar,41.879126,-87.75537299999999,Discount Store
1639,Central,"[41.887389, -87.76565]",Family Dollar,41.901926,-87.76463199999999,Discount Store
1640,Central,"[41.887389, -87.76565]",Enterprise Rent-A-Car,41.894486,-87.77611800000001,Rental Car Location
1641,Central,"[41.887389, -87.76565]",One Stop Comics,41.8865942278658,-87.78465292539966,Hobby Shop
1642,Central,"[41.887389, -87.76565]",Domino's Pizza,41.894362,-87.784436,Pizza Place
1643,Central,"[41.887389, -87.76565]",Subway,41.90202198211986,-87.76646389596925,Sandwich Place
1644,Central,"[41.887389, -87.76565]",M&M Quick Foods,41.902245522599344,-87.77509234187787,Convenience Store
1645,Central,"[41.887389, -87.76565]",Laury's Bakery,41.880107254809126,-87.7751876120021,Bakery
1646,Central,"[41.887389, -87.76565]",McDonald's,41.884308216589886,-87.7734825503104,Fast Food Restaurant
1647,Central,"[41.887389, -87.76565]",KFC,41.88059243658659,-87.75675677542216,Fried Chicken Joint
1648,Central,"[41.887389, -87.76565]",McDonald's,41.88017919174743,-87.7507109194994,Fast Food Restaurant
1649,Central,"[41.887389, -87.76565]",Dunkin',41.88665316773539,-87.74542304986478,Donut Shop
1650,Central,"[41.887389, -87.76565]",SUBWAY,41.87986871908604,-87.7744498752848,Sandwich Place
1651,Central,"[41.887389, -87.76565]",Leamington Foods,41.879925,-87.763941,Grocery Store
1652,Central,"[41.887389, -87.76565]",Coleman's No 2 Hickory,41.894797,-87.769437,Food
1653,Central,"[41.887389, -87.76565]",Peeples Taco,41.89478584252556,-87.7742400306488,Mexican Restaurant
1654,Central,"[41.887389, -87.76565]",Columbus Park Golf Course,41.87599089439501,-87.7697535430288,Golf Course
1655,Central,"[41.887389, -87.76565]",wic,41.8952046762301,-87.75359202575886,Grocery Store
1656,Central,"[41.887389, -87.76565]",C & D Bar B,41.902313,-87.76601,BBQ Joint
1657,Central,"[41.887389, -87.76565]",Captain Hooks Fish & Chicken,41.90244131286886,-87.76568847739091,American Restaurant
1658,Central,"[41.887389, -87.76565]",Whale Fish & Chicken,41.902404,-87.767709,Seafood Restaurant
1659,Central,"[41.887389, -87.76565]",Sunset Liquors,41.901845,-87.773803,Wine Bar
1660,Central,"[41.887389, -87.76565]",Tj Gyros,41.901859,-87.77449399999999,Food
1661,Central,"[41.887389, -87.76565]",Divison St and Austin Blvd,41.901955,-87.77529,Bus Line
1662,Central,"[41.887389, -87.76565]",Joey's Food & Liquor,41.90259307242237,-87.75568762994703,Convenience Store
1663,Central,"[41.887389, -87.76565]",austin blvd/I-290 exit,41.87106281691908,-87.77433883398771,Intersection
1664,Central,"[41.887389, -87.76565]",CTA Bus Stop,41.87105482770433,-87.77434587478638,Bus Station
1665,Central,"[41.887389, -87.76565]",Bead in Hand,41.872531,-87.778948,Arts & Crafts Store
1666,Central Park,"[41.853839, -87.714842]",Lawndale Christian Fitness Center,41.85329762989381,-87.71924754808093,Gym / Fitness Center
1667,Central Park,"[41.853839, -87.714842]",Green Tomato Cafe,41.85314096012218,-87.71941370704961,Café
1668,Central Park,"[41.853839, -87.714842]",La Catedral Cafe & Restaurant,41.846218102048525,-87.70889447759849,Restaurant
1669,Central Park,"[41.853839, -87.714842]",Lou Malnati's Pizzeria,41.85177457369453,-87.7220663116245,Pizza Place
1670,Central Park,"[41.853839, -87.714842]",Moreno's Liquors,41.84442547883001,-87.71822029163916,Liquor Store
1671,Central Park,"[41.853839, -87.714842]",Restaurante Nuevo Leon,41.844395566490924,-87.71706265821346,Mexican Restaurant
1672,Central Park,"[41.853839, -87.714842]",Taqueria Atotonilco,41.84430250319421,-87.72284785771467,Mexican Restaurant
1673,Central Park,"[41.853839, -87.714842]",Las Islas Marias,41.847614367076865,-87.72469350846818,Seafood Restaurant
1674,Central Park,"[41.853839, -87.714842]",La Chaparrita Taqueria,41.84635419620231,-87.70166055225197,Taco Place
1675,Central Park,"[41.853839, -87.714842]",El Milagro Taqueria,41.8447171539043,-87.70224701639233,Mexican Restaurant
1676,Central Park,"[41.853839, -87.714842]",Azucar,41.84257999140167,-87.71551442081979,Dessert Shop
1677,Central Park,"[41.853839, -87.714842]",Mi Tierra,41.84535224389856,-87.70534684164376,Mexican Restaurant
1678,Central Park,"[41.853839, -87.714842]",Sanchez Tacos,41.850656,-87.725247,Taco Place
1679,Central Park,"[41.853839, -87.714842]",Douglas Park,41.86042828829632,-87.69917964935303,Park
1680,Central Park,"[41.853839, -87.714842]",Little Village Arch,41.84448367193772,-87.70379292748333,Sculpture Garden
1681,Central Park,"[41.853839, -87.714842]",Lagunitas Brewing Company,41.857556170085864,-87.69204104605612,Brewery
1682,Central Park,"[41.853839, -87.714842]",La Casa de Samuel,41.85196243117507,-87.69685327667014,Mexican Restaurant
1683,Central Park,"[41.853839, -87.714842]",Los Corrales,41.8518898371442,-87.69939437108856,Mexican Restaurant
1684,Central Park,"[41.853839, -87.714842]",Carniceria Aguascalientes,41.84468232313804,-87.70426739602797,Mexican Restaurant
1685,Central Park,"[41.853839, -87.714842]",Chase Bank,41.851652,-87.703054,Bank
1686,Central Park,"[41.853839, -87.714842]",Cermak Produce,41.84548722282371,-87.70790403201532,Grocery Store
1687,Central Park,"[41.853839, -87.714842]",Cocula's Mexican Restaurant,41.85179428452593,-87.69555943502424,Mexican Restaurant
1688,Central Park,"[41.853839, -87.714842]",Lagunitas Beer Circus,41.858144045381955,-87.69192060899948,Circus
1689,Central Park,"[41.853839, -87.714842]",Homan Square Park,41.86989638099659,-87.71480083465576,Park
1690,Central Park,"[41.853839, -87.714842]",El Pollo Feliz,41.84294508069876,-87.70273288818069,Mexican Restaurant
1691,Central Park,"[41.853839, -87.714842]",Walgreens,41.8441464,-87.7246581,Pharmacy
1692,Central Park,"[41.853839, -87.714842]",Troha's Shrimp & Fish House,41.844187957912425,-87.72895372550137,Seafood Restaurant
1693,Central Park,"[41.853839, -87.714842]",Los Candiles Restaurant,41.843646,-87.714989,Mexican Restaurant
1694,Central Park,"[41.853839, -87.714842]",Tortillería El Milagro,41.84472599098329,-87.70225495399501,Taco Place
1695,Central Park,"[41.853839, -87.714842]",Birrieria Patiños Ocotlan,41.844101354775496,-87.72033777429532,Mexican Restaurant
1696,Central Park,"[41.853839, -87.714842]",CVS pharmacy,41.843244263998585,-87.72487328098461,Pharmacy
1697,Central Park,"[41.853839, -87.714842]",Los Mangos Neveria Y Fruteria,41.837012656441715,-87.72102656584423,Ice Cream Shop
1698,Central Park,"[41.853839, -87.714842]","""Las Quecas"" Quesadillas de México",41.84621528785669,-87.70911930368047,Mexican Restaurant
1699,Central Park,"[41.853839, -87.714842]",Taquería Los Comales,41.84445866246341,-87.70409019257824,Mexican Restaurant
1700,Central Park,"[41.853839, -87.714842]",Raymond's Tacos,41.851952123773195,-87.69264930331643,Taco Place
1701,Central Park,"[41.853839, -87.714842]",Redbox,41.84892419659091,-87.71991929622664,Video Store
1702,Central Park,"[41.853839, -87.714842]",T-Mobile,41.844569,-87.7095684,Mobile Phone Shop
1703,Central Park,"[41.853839, -87.714842]",Dunkin',41.84063932673848,-87.70469117632564,Donut Shop
1704,Central Park,"[41.853839, -87.714842]",AT&T,41.84411950803264,-87.71856397390366,Mobile Phone Shop
1705,Central Park,"[41.853839, -87.714842]",Taqueria Los Gallos,41.84403725008074,-87.72989871286954,Mexican Restaurant
1706,Central Park,"[41.853839, -87.714842]",PNC Bank,41.866748,-87.710186,Bank
1707,Central Park,"[41.853839, -87.714842]",Taco Bell,41.86663964296658,-87.71044477395577,Fast Food Restaurant
1708,Central Park,"[41.853839, -87.714842]",Subway,41.86771499420553,-87.70638413774248,Sandwich Place
1709,Central Park,"[41.853839, -87.714842]",Discount Mall,41.84357847339477,-87.70262897135045,Clothing Store
1710,Central Park,"[41.853839, -87.714842]",Dunkin',41.8510285,-87.7245152,Café
1711,Central Park,"[41.853839, -87.714842]",ALDI,41.838256681405845,-87.70564913749695,Supermarket
1712,Central Park,"[41.853839, -87.714842]",La Chiquita,41.842972601465426,-87.72428915030304,Market
1713,Central Park,"[41.853839, -87.714842]",Chase Bank,41.844489,-87.721931,Bank
1714,Central Park,"[41.853839, -87.714842]",Walgreens,41.84435322230887,-87.70192545409373,Pharmacy
1715,Central Park,"[41.853839, -87.714842]",Domino's Pizza,41.844030590509036,-87.72617071866989,Pizza Place
1716,Central Park,"[41.853839, -87.714842]",Dollar General,41.866451,-87.726734,Discount Store
1717,Central Park,"[41.853839, -87.714842]",Fifth Third Bank & ATM,41.843992,-87.724289,Bank
1718,Central Park,"[41.853839, -87.714842]",Subway,41.86651034091387,-87.72612146625306,Sandwich Place
1719,Central Park,"[41.853839, -87.714842]",Subway,41.840394116041395,-87.70441545789822,Sandwich Place
1720,Central Park,"[41.853839, -87.714842]",Taqueria Los Barrilitos,41.846359,-87.71325999999999,Mexican Restaurant
1721,Central Park,"[41.853839, -87.714842]",Subway,41.84442032018106,-87.72587647423973,Sandwich Place
1722,Central Park,"[41.853839, -87.714842]",Family Dollar,41.852189,-87.694788,Discount Store
1723,Central Park,"[41.853839, -87.714842]",Subway,41.851727000000004,-87.695256,Sandwich Place
1724,Central Park,"[41.853839, -87.714842]",Family Dollar,41.85049958332745,-87.72370914893816,Discount Store
1725,Central Park,"[41.853839, -87.714842]",Church's Chicken,41.866566999999996,-87.719027,Fried Chicken Joint
1726,Central Park,"[41.853839, -87.714842]",Panera Bread,41.868685623051775,-87.72334877857695,Bakery
1727,Central Park,"[41.853839, -87.714842]",Dona Torta,41.84430133898828,-87.70883560180663,Mexican Restaurant
1728,Central Park,"[41.853839, -87.714842]",Lalo's Restaurant,41.844473,-87.728174,Mexican Restaurant
1729,Central Park,"[41.853839, -87.714842]",Burger King,41.842356608479875,-87.70544931292534,Fast Food Restaurant
1730,Central Park,"[41.853839, -87.714842]",Checkers,41.8664429606,-87.72061300249334,Restaurant
1731,Central Park,"[41.853839, -87.714842]",Volkan,41.845968352715765,-87.70496741922442,Nightclub
1732,Central Park,"[41.853839, -87.714842]",Church's Chicken,41.852162,-87.69604100000001,Fried Chicken Joint
1733,Central Park,"[41.853839, -87.714842]",McDonald's,41.84407954511597,-87.70477205514902,Fast Food Restaurant
1734,Central Park,"[41.853839, -87.714842]",Dunkin',41.85155200104347,-87.70557531779099,Donut Shop
1735,Central Park,"[41.853839, -87.714842]",Pizza Nova - W 26th St,41.84437288671635,-87.71764405484252,Pizza Place
1736,Central Park,"[41.853839, -87.714842]",Shell,41.844245,-87.705409,Gas Station
1737,Central Park,"[41.853839, -87.714842]",El Gran Burrito Express,41.86585577044571,-87.72506582734083,Burrito Place
1738,Central Park,"[41.853839, -87.714842]",Lawndale Food & Liquors,41.85891065861952,-87.72084763891134,Convenience Store
1739,Central Park,"[41.853839, -87.714842]",McDonald's,41.844320290090074,-87.73228631238453,Fast Food Restaurant
1740,Central Park,"[41.853839, -87.714842]",Popeyes Louisiana Kitchen,41.844828,-87.695592,Fried Chicken Joint
1741,Central Park,"[41.853839, -87.714842]",La Justicia,41.844060999999996,-87.72228199999999,Mexican Restaurant
1742,Central Park,"[41.853839, -87.714842]",Star Gyro Resturant,41.866646,-87.710746,Fast Food Restaurant
1743,Central Park,"[41.853839, -87.714842]",Cosmo Beauty Supply,41.86713695526123,-87.70843863487244,Cosmetics Shop
1744,Central Park,"[41.853839, -87.714842]",Guerrero's Pizza,41.85403076876978,-87.69564096774491,Pizza Place
1745,Central Park,"[41.853839, -87.714842]",CTA Bus #94 South California,41.850201,-87.695696,Bus Line
1746,Cermak-Chinatown,"[41.853206, -87.630968]",Qing Xiang Yuan Dumpling,41.85507202582821,-87.63195045647198,Asian Restaurant
1747,Cermak-Chinatown,"[41.853206, -87.630968]",Chinatown Gate,41.852764898180325,-87.6317811012268,Sculpture Garden
1748,Cermak-Chinatown,"[41.853206, -87.630968]",Tous Les Jours,41.85379783880545,-87.63396121350286,Bakery
1749,Cermak-Chinatown,"[41.853206, -87.630968]",Little Sheep Mongolian Hot Pot,41.849700422181655,-87.63196762557331,Chinese Restaurant
1750,Cermak-Chinatown,"[41.853206, -87.630968]",Chinatown Square,41.853931720451875,-87.63310049948197,Plaza
1751,Cermak-Chinatown,"[41.853206, -87.630968]",Chi Cafe,41.85356822391474,-87.63459915893439,Chinese Restaurant
1752,Cermak-Chinatown,"[41.853206, -87.630968]",Cai,41.85436890804054,-87.63213858935352,Chinese Restaurant
1753,Cermak-Chinatown,"[41.853206, -87.630968]",Dolo Restaurant & Bar,41.85259384787642,-87.63599196937743,Asian Restaurant
1754,Cermak-Chinatown,"[41.853206, -87.630968]",Seven Treasures Cantonese Restaurant,41.85061272256362,-87.63198191603071,Chinese Restaurant
1755,Cermak-Chinatown,"[41.853206, -87.630968]",Strings Ramen Shop,41.85354198203975,-87.63332174504309,Ramen Restaurant
1756,Cermak-Chinatown,"[41.853206, -87.630968]",Reggie's Trainwreck Rooftop Deck,41.85390659663805,-87.62686401198557,Beer Garden
1757,Cermak-Chinatown,"[41.853206, -87.630968]",Opart Thai House,41.856083630867545,-87.62715443703452,Thai Restaurant
1758,Cermak-Chinatown,"[41.853206, -87.630968]",MCCB-时尚食谱,41.8540205624949,-87.63375661614297,Chinese Restaurant
1759,Cermak-Chinatown,"[41.853206, -87.630968]",JoyYee Plus Shabu Shabu,41.85360545179207,-87.63462477579274,Asian Restaurant
1760,Cermak-Chinatown,"[41.853206, -87.630968]",Ping Tom Memorial Park,41.85912021973901,-87.63257673903213,Park
1761,Cermak-Chinatown,"[41.853206, -87.630968]",Triple Crown Restaurant,41.85248427715218,-87.63187529906601,Chinese Restaurant
